Cause ID,Cause Name,State,Gender,2013 YLDs,2013 YLDs YoY %,2014 YLDs,2014 YLDs YoY %,2015 YLDs,2015 YLDs YoY %,2016 YLDs,2016 YLDs YoY %,2017 YLDs,2017 YLDs YoY %,2018 YLDs,2018 YLDs YoY %,2019 YLDs,2019 YLDs YoY %,2020 YLDs,2020 YLDs YoY %,2021 YLDs,2021 YLDs YoY %,2022 YLDs,2022 YLDs YoY %,2023 YLDs,2023 YLDs YoY %
500,Atrial fibrillation and flutter,Other Union Territories,Female,88.89,,93.90,+5.64%,98.64,+5.04%,105.72,+7.18%,111.76,+5.72%,118.16,+5.72%,125.28,+6.03%,132.40,+5.68%,136.28,+2.93%,143.22,+5.09%,149.31,+4.26%
500,Atrial fibrillation and flutter,Punjab,Male,1.87K,,1.96K,+4.96%,2.01K,+2.84%,2.08K,+3.42%,2.12K,+1.80%,2.17K,+2.43%,2.22K,+2.21%,2.26K,+1.81%,2.28K,+0.70%,2.28K,+0.38%,2.33K,+2.00%
500,Atrial fibrillation and flutter,Punjab,Female,1.22K,,1.27K,+4.45%,1.32K,+3.71%,1.38K,+4.47%,1.43K,+4.00%,1.49K,+4.14%,1.55K,+3.85%,1.60K,+3.13%,1.64K,+2.35%,1.69K,+2.99%,1.74K,+3.16%
500,Atrial fibrillation and flutter,Rajasthan,Male,2.80K,,2.82K,+0.57%,2.82K,+0.16%,2.87K,+1.91%,2.94K,+2.31%,3.01K,+2.24%,3.07K,+2.09%,3.14K,+2.25%,3.18K,+1.45%,3.24K,+1.71%,3.34K,+3.07%
500,Atrial fibrillation and flutter,Rajasthan,Female,1.58K,,1.62K,+2.47%,1.65K,+1.69%,1.68K,+1.71%,1.72K,+2.28%,1.77K,+3.15%,1.84K,+3.74%,1.90K,+3.54%,1.96K,+3.03%,2.02K,+3.36%,2.08K,+2.98%
500,Atrial fibrillation and flutter,Sikkim,Male,35.00,,35.63,+1.80%,36.65,+2.88%,37.89,+3.37%,38.89,+2.64%,39.98,+2.81%,41.24,+3.14%,42.61,+3.34%,43.60,+2.33%,44.54,+2.15%,46.38,+4.12%
500,Atrial fibrillation and flutter,Sikkim,Female,18.43,,18.99,+3.01%,19.68,+3.65%,20.60,+4.65%,21.43,+4.04%,22.23,+3.73%,23.45,+5.52%,24.43,+4.15%,25.52,+4.48%,26.70,+4.61%,27.83,+4.22%
500,Atrial fibrillation and flutter,Tamil Nadu,Male,4.61K,,4.73K,+2.67%,4.88K,+3.01%,5.02K,+3.02%,5.17K,+3.01%,5.31K,+2.66%,5.45K,+2.61%,5.62K,+3.21%,5.67K,+0.83%,5.81K,+2.52%,5.98K,+2.87%
500,Atrial fibrillation and flutter,Tamil Nadu,Female,2.72K,,2.80K,+3.12%,2.91K,+3.85%,3.03K,+4.09%,3.17K,+4.51%,3.29K,+4.02%,3.44K,+4.31%,3.58K,+4.30%,3.70K,+3.27%,3.87K,+4.52%,4.02K,+3.88%
500,Atrial fibrillation and flutter,Telangana,Male,1.82K,,1.85K,+1.59%,1.88K,+1.64%,1.91K,+1.97%,1.93K,+1.04%,1.96K,+1.27%,1.99K,+1.54%,2.00K,+0.65%,1.99K,-0.51%,2.01K,+0.86%,2.04K,+1.42%
500,Atrial fibrillation and flutter,Telangana,Female,1.03K,,1.06K,+2.19%,1.08K,+1.99%,1.10K,+2.55%,1.12K,+1.80%,1.15K,+2.58%,1.18K,+2.08%,1.20K,+2.27%,1.22K,+1.41%,1.24K,+1.56%,1.27K,+2.29%
500,Atrial fibrillation and flutter,Tripura,Male,225.10,,228.93,+1.70%,232.68,+1.64%,238.19,+2.37%,243.76,+2.34%,249.11,+2.19%,255.52,+2.58%,260.07,+1.78%,264.90,+1.86%,270.28,+2.03%,277.86,+2.80%
500,Atrial fibrillation and flutter,Tripura,Female,107.90,,108.98,+1.01%,110.80,+1.67%,112.10,+1.18%,113.45,+1.20%,117.01,+3.13%,120.56,+3.04%,124.19,+3.01%,128.31,+3.31%,133.15,+3.77%,138.70,+4.17%
500,Atrial fibrillation and flutter,Uttar Pradesh,Male,8.21K,,8.18K,-0.41%,8.20K,+0.32%,8.36K,+1.91%,8.44K,+1.02%,8.58K,+1.64%,8.69K,+1.29%,8.86K,+1.95%,8.94K,+0.91%,9.16K,+2.40%,9.38K,+2.37%
500,Atrial fibrillation and flutter,Uttar Pradesh,Female,4.65K,,4.77K,+2.66%,4.82K,+1.07%,4.91K,+1.85%,4.98K,+1.33%,5.11K,+2.63%,5.19K,+1.60%,5.34K,+2.87%,5.46K,+2.18%,5.60K,+2.64%,5.75K,+2.72%
500,Atrial fibrillation and flutter,Uttarakhand,Male,649.10,,658.76,+1.49%,670.19,+1.73%,684.31,+2.11%,697.43,+1.92%,716.17,+2.69%,735.49,+2.70%,755.73,+2.75%,752.19,-0.47%,760.80,+1.14%,775.15,+1.88%
500,Atrial fibrillation and flutter,Uttarakhand,Female,341.73,,351.19,+2.77%,364.49,+3.79%,376.92,+3.41%,390.54,+3.61%,404.92,+3.68%,420.61,+3.87%,435.27,+3.49%,444.40,+2.10%,459.85,+3.48%,473.81,+3.04%
500,Atrial fibrillation and flutter,West Bengal,Male,5.57K,,5.72K,+2.57%,5.87K,+2.60%,6.04K,+3.01%,6.20K,+2.57%,6.38K,+2.97%,6.57K,+3.02%,6.69K,+1.76%,6.80K,+1.68%,6.89K,+1.32%,7.09K,+2.85%
500,Atrial fibrillation and flutter,West Bengal,Female,2.69K,,2.76K,+2.67%,2.85K,+3.20%,2.94K,+3.32%,3.07K,+4.48%,3.19K,+3.69%,3.33K,+4.62%,3.46K,+3.77%,3.59K,+3.78%,3.73K,+3.85%,3.89K,+4.39%
501,Aortic aneurysm,Andhra Pradesh,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Andhra Pradesh,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Arunachal Pradesh,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Arunachal Pradesh,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Assam,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Assam,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Bihar,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Bihar,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Chhattisgarh,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Chhattisgarh,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Delhi,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Delhi,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Goa,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Goa,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Gujarat,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Gujarat,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Haryana,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Haryana,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Himachal Pradesh,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Himachal Pradesh,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Jammu & Kashmir and Ladakh,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Jammu & Kashmir and Ladakh,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Jharkhand,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Jharkhand,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Karnataka,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Karnataka,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Kerala,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Kerala,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Madhya Pradesh,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Madhya Pradesh,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Maharashtra,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Maharashtra,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Manipur,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Manipur,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Meghalaya,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Meghalaya,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Mizoram,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Mizoram,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Nagaland,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Nagaland,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Odisha,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Odisha,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Other Union Territories,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Other Union Territories,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Punjab,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Punjab,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Rajasthan,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Rajasthan,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Sikkim,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Sikkim,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Tamil Nadu,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Tamil Nadu,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Telangana,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Telangana,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Tripura,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Tripura,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Uttar Pradesh,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Uttar Pradesh,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Uttarakhand,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,Uttarakhand,Female,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,West Bengal,Male,,,,,,,,,,,,,,,,,,,,,,
501,Aortic aneurysm,West Bengal,Female,,,,,,,,,,,,,,,,,,,,,,
502,Lower extremity peripheral arterial disease,Andhra Pradesh,Male,1.04K,,1.05K,+0.46%,1.04K,-0.09%,1.05K,+0.60%,1.03K,-1.69%,1.01K,-2.08%,997.98,-1.39%,995.82,-0.22%,993.54,-0.23%,1.00K,+0.77%,1.00K,-0.08%
502,Lower extremity peripheral arterial disease,Andhra Pradesh,Female,1.15K,,1.17K,+1.93%,1.19K,+1.35%,1.21K,+1.56%,1.19K,-1.00%,1.18K,-1.11%,1.17K,-1.01%,1.17K,+0.13%,1.18K,+0.65%,1.19K,+1.29%,1.18K,-0.93%
502,Lower extremity peripheral arterial disease,Arunachal Pradesh,Male,15.45,,15.80,+2.23%,16.17,+2.37%,16.51,+2.12%,16.53,+0.08%,16.56,+0.18%,16.65,+0.60%,16.98,+1.99%,17.40,+2.48%,17.96,+3.21%,18.35,+2.15%
502,Lower extremity peripheral arterial disease,Arunachal Pradesh,Female,14.83,,15.29,+3.13%,15.68,+2.56%,16.07,+2.48%,15.91,-0.99%,15.73,-1.13%,15.68,-0.30%,16.04,+2.25%,16.59,+3.44%,17.27,+4.12%,17.60,+1.89%
502,Lower extremity peripheral arterial disease,Assam,Male,462.92,,467.59,+1.01%,472.31,+1.01%,475.59,+0.69%,473.97,-0.34%,470.51,-0.73%,466.56,-0.84%,470.20,+0.78%,471.07,+0.18%,476.59,+1.17%,480.77,+0.88%
502,Lower extremity peripheral arterial disease,Assam,Female,391.61,,397.54,+1.51%,403.99,+1.62%,411.31,+1.81%,409.30,-0.49%,404.86,-1.09%,402.34,-0.62%,407.08,+1.18%,415.63,+2.10%,426.10,+2.52%,435.48,+2.20%
502,Lower extremity peripheral arterial disease,Bihar,Male,1.30K,,1.30K,+0.01%,1.30K,-0.39%,1.29K,-0.44%,1.26K,-2.54%,1.22K,-3.29%,1.19K,-2.62%,1.17K,-0.99%,1.15K,-1.88%,1.15K,-0.59%,1.13K,-1.34%
502,Lower extremity peripheral arterial disease,Bihar,Female,1.62K,,1.64K,+1.36%,1.65K,+0.47%,1.67K,+1.30%,1.64K,-1.77%,1.60K,-2.49%,1.56K,-2.68%,1.54K,-0.93%,1.51K,-1.91%,1.50K,-0.65%,1.50K,-0.17%
502,Lower extremity peripheral arterial disease,Chhattisgarh,Male,351.72,,357.51,+1.65%,361.99,+1.25%,365.13,+0.87%,360.45,-1.28%,353.62,-1.89%,348.37,-1.49%,351.10,+0.78%,351.74,+0.18%,356.82,+1.44%,359.27,+0.69%
502,Lower extremity peripheral arterial disease,Chhattisgarh,Female,372.57,,377.66,+1.37%,381.86,+1.11%,388.96,+1.86%,387.47,-0.38%,385.15,-0.60%,384.39,-0.20%,385.62,+0.32%,388.59,+0.77%,393.97,+1.38%,400.87,+1.75%
502,Lower extremity peripheral arterial disease,Delhi,Male,305.11,,313.74,+2.83%,320.68,+2.21%,328.30,+2.38%,328.94,+0.19%,329.35,+0.12%,331.04,+0.52%,335.25,+1.27%,342.21,+2.08%,349.40,+2.10%,357.34,+2.27%
502,Lower extremity peripheral arterial disease,Delhi,Female,308.84,,322.58,+4.45%,335.28,+3.94%,349.39,+4.21%,354.09,+1.34%,355.10,+0.29%,361.36,+1.76%,373.71,+3.42%,387.18,+3.60%,402.65,+4.00%,418.54,+3.95%
502,Lower extremity peripheral arterial disease,Goa,Male,22.74,,23.40,+2.94%,23.99,+2.52%,24.17,+0.74%,23.86,-1.29%,23.47,-1.64%,23.13,-1.45%,23.24,+0.48%,23.65,+1.76%,24.04,+1.66%,23.85,-0.80%
502,Lower extremity peripheral arterial disease,Goa,Female,30.82,,32.10,+4.17%,33.27,+3.64%,34.10,+2.49%,34.29,+0.56%,34.25,-0.12%,34.42,+0.49%,35.12,+2.04%,36.36,+3.52%,37.52,+3.20%,37.92,+1.08%
502,Lower extremity peripheral arterial disease,Gujarat,Male,935.96,,965.11,+3.12%,991.95,+2.78%,1.02K,+2.83%,1.03K,+0.67%,1.02K,-0.27%,1.03K,+0.57%,1.05K,+1.89%,1.06K,+1.07%,1.08K,+1.91%,1.09K,+0.58%
502,Lower extremity peripheral arterial disease,Gujarat,Female,850.51,,881.42,+3.63%,911.54,+3.42%,947.82,+3.98%,966.52,+1.97%,977.39,+1.12%,992.21,+1.52%,1.03K,+3.79%,1.06K,+3.03%,1.10K,+3.30%,1.12K,+2.34%
502,Lower extremity peripheral arterial disease,Haryana,Male,538.75,,552.92,+2.63%,560.74,+1.42%,572.24,+2.05%,572.82,+0.10%,568.38,-0.78%,566.55,-0.32%,573.42,+1.21%,572.12,-0.23%,580.53,+1.47%,585.11,+0.79%
502,Lower extremity peripheral arterial disease,Haryana,Female,576.41,,598.19,+3.78%,614.61,+2.75%,632.20,+2.86%,633.77,+0.25%,631.65,-0.34%,625.95,-0.90%,635.94,+1.60%,642.99,+1.11%,655.75,+1.99%,665.75,+1.52%
502,Lower extremity peripheral arterial disease,Himachal Pradesh,Male,150.00,,154.32,+2.88%,158.38,+2.63%,163.04,+2.94%,165.25,+1.36%,166.72,+0.89%,167.52,+0.48%,171.41,+2.32%,172.29,+0.51%,175.35,+1.78%,177.77,+1.38%
502,Lower extremity peripheral arterial disease,Himachal Pradesh,Female,140.15,,143.77,+2.58%,147.82,+2.82%,153.23,+3.66%,155.81,+1.68%,157.15,+0.86%,159.75,+1.66%,166.11,+3.98%,172.18,+3.66%,178.44,+3.64%,183.90,+3.06%
502,Lower extremity peripheral arterial disease,Jammu & Kashmir and Ladakh,Male,214.09,,218.50,+2.06%,223.18,+2.14%,226.92,+1.68%,225.35,-0.69%,223.31,-0.91%,222.53,-0.35%,225.29,+1.24%,229.65,+1.93%,234.74,+2.22%,236.43,+0.72%
502,Lower extremity peripheral arterial disease,Jammu & Kashmir and Ladakh,Female,206.67,,213.13,+3.13%,218.61,+2.57%,223.41,+2.20%,223.69,+0.12%,221.26,-1.09%,220.73,-0.24%,224.91,+1.90%,230.72,+2.58%,237.36,+2.88%,241.63,+1.80%
502,Lower extremity peripheral arterial disease,Jharkhand,Male,385.84,,397.73,+3.08%,407.43,+2.44%,419.73,+3.02%,417.73,-0.48%,410.19,-1.81%,407.06,-0.76%,408.08,+0.25%,405.23,-0.70%,407.09,+0.46%,406.86,-0.06%
502,Lower extremity peripheral arterial disease,Jharkhand,Female,386.44,,400.01,+3.51%,412.03,+3.01%,426.79,+3.58%,429.21,+0.57%,429.90,+0.16%,428.35,-0.36%,434.86,+1.52%,438.07,+0.74%,445.37,+1.67%,447.51,+0.48%
502,Lower extremity peripheral arterial disease,Karnataka,Male,1.11K,,1.13K,+2.04%,1.15K,+1.89%,1.16K,+0.72%,1.15K,-1.13%,1.12K,-2.43%,1.10K,-1.57%,1.10K,-0.18%,1.10K,+0.52%,1.12K,+1.63%,1.12K,-0.57%
502,Lower extremity peripheral arterial disease,Karnataka,Female,1.12K,,1.16K,+3.13%,1.20K,+3.19%,1.22K,+1.80%,1.22K,-0.02%,1.20K,-1.11%,1.19K,-0.76%,1.20K,+0.58%,1.21K,+0.90%,1.24K,+2.21%,1.25K,+0.64%
502,Lower extremity peripheral arterial disease,Kerala,Male,858.58,,886.63,+3.27%,912.79,+2.95%,937.06,+2.66%,937.34,+0.03%,927.57,-1.04%,916.81,-1.16%,928.26,+1.25%,925.18,-0.33%,936.06,+1.18%,925.61,-1.12%
502,Lower extremity peripheral arterial disease,Kerala,Female,1.02K,,1.05K,+2.73%,1.08K,+2.99%,1.12K,+3.28%,1.13K,+1.22%,1.13K,+0.27%,1.14K,+0.98%,1.17K,+2.32%,1.20K,+2.33%,1.23K,+3.02%,1.25K,+1.67%
502,Lower extremity peripheral arterial disease,Madhya Pradesh,Male,1.01K,,1.03K,+1.48%,1.04K,+0.93%,1.05K,+1.19%,1.05K,-0.54%,1.04K,-0.91%,1.03K,-0.37%,1.04K,+0.96%,1.05K,+0.76%,1.07K,+2.28%,1.08K,+0.64%
502,Lower extremity peripheral arterial disease,Madhya Pradesh,Female,912.70,,934.04,+2.34%,944.95,+1.17%,967.55,+2.39%,968.38,+0.09%,964.36,-0.42%,963.84,-0.05%,981.01,+1.78%,997.65,+1.70%,1.03K,+2.91%,1.04K,+1.10%
502,Lower extremity peripheral arterial disease,Maharashtra,Male,1.78K,,1.78K,+0.16%,1.78K,-0.34%,1.79K,+0.64%,1.78K,-0.58%,1.76K,-1.26%,1.74K,-0.95%,1.76K,+1.28%,1.78K,+0.79%,1.80K,+1.62%,1.83K,+1.22%
502,Lower extremity peripheral arterial disease,Maharashtra,Female,1.82K,,1.88K,+3.20%,1.93K,+2.83%,1.97K,+2.14%,2.00K,+1.11%,2.00K,+0.18%,2.01K,+0.36%,2.04K,+1.54%,2.06K,+1.28%,2.14K,+3.42%,2.17K,+1.47%
502,Lower extremity peripheral arterial disease,Manipur,Male,50.93,,53.19,+4.42%,55.39,+4.15%,57.85,+4.44%,59.17,+2.28%,59.88,+1.20%,60.94,+1.77%,62.98,+3.35%,64.01,+1.63%,65.60,+2.48%,67.30,+2.59%
502,Lower extremity peripheral arterial disease,Manipur,Female,59.18,,61.48,+3.88%,63.78,+3.74%,66.23,+3.85%,67.76,+2.31%,68.55,+1.16%,69.81,+1.84%,72.45,+3.78%,74.77,+3.20%,77.76,+4.00%,80.82,+3.94%
502,Lower extremity peripheral arterial disease,Meghalaya,Male,35.04,,36.33,+3.71%,37.43,+3.03%,38.65,+3.26%,39.26,+1.56%,39.75,+1.27%,40.54,+1.98%,41.69,+2.84%,42.31,+1.47%,43.01,+1.66%,43.95,+2.19%
502,Lower extremity peripheral arterial disease,Meghalaya,Female,29.22,,30.46,+4.26%,31.78,+4.32%,33.15,+4.31%,33.89,+2.23%,34.45,+1.67%,35.37,+2.67%,36.91,+4.35%,38.45,+4.18%,40.30,+4.80%,41.96,+4.13%
502,Lower extremity peripheral arterial disease,Mizoram,Male,16.48,,17.12,+3.89%,17.73,+3.56%,18.19,+2.58%,18.35,+0.88%,18.56,+1.13%,18.81,+1.35%,19.23,+2.25%,19.72,+2.53%,20.15,+2.19%,20.64,+2.42%
502,Lower extremity peripheral arterial disease,Mizoram,Female,20.43,,21.23,+3.93%,21.97,+3.44%,22.53,+2.56%,22.89,+1.61%,23.16,+1.20%,23.66,+2.14%,24.51,+3.60%,25.62,+4.52%,26.76,+4.45%,27.68,+3.46%
502,Lower extremity peripheral arterial disease,Nagaland,Male,18.71,,18.52,-0.99%,18.40,-0.63%,18.19,-1.16%,17.76,-2.39%,17.25,-2.85%,16.85,-2.33%,16.82,-0.17%,16.82,-0.00%,16.96,+0.82%,17.04,+0.50%
502,Lower extremity peripheral arterial disease,Nagaland,Female,12.64,,12.95,+2.39%,13.27,+2.48%,13.44,+1.29%,13.46,+0.17%,13.38,-0.62%,13.39,+0.09%,13.54,+1.15%,13.95,+3.01%,14.38,+3.10%,14.68,+2.07%
502,Lower extremity peripheral arterial disease,Odisha,Male,616.93,,633.58,+2.70%,646.43,+2.03%,657.75,+1.75%,658.70,+0.14%,655.11,-0.55%,655.43,+0.05%,661.44,+0.92%,669.35,+1.20%,671.76,+0.36%,675.90,+0.62%
502,Lower extremity peripheral arterial disease,Odisha,Female,517.06,,531.55,+2.80%,547.05,+2.92%,562.92,+2.90%,568.20,+0.94%,573.50,+0.93%,578.97,+0.95%,588.19,+1.59%,599.51,+1.92%,614.00,+2.42%,624.80,+1.76%
502,Lower extremity peripheral arterial disease,Other Union Territories,Male,56.65,,58.46,+3.19%,60.69,+3.82%,63.14,+4.03%,64.37,+1.95%,65.26,+1.38%,66.37,+1.71%,67.77,+2.10%,67.70,-0.11%,69.02,+1.96%,70.26,+1.79%
502,Lower extremity peripheral arterial disease,Other Union Territories,Female,54.79,,57.88,+5.64%,60.53,+4.58%,63.81,+5.43%,65.72,+2.99%,66.74,+1.55%,68.61,+2.80%,71.20,+3.78%,72.47,+1.77%,74.70,+3.08%,77.18,+3.32%
502,Lower extremity peripheral arterial disease,Punjab,Male,497.07,,513.64,+3.33%,527.00,+2.60%,541.56,+2.76%,538.63,-0.54%,532.92,-1.06%,526.33,-1.24%,527.79,+0.28%,522.98,-0.91%,523.47,+0.09%,524.20,+0.14%
502,Lower extremity peripheral arterial disease,Punjab,Female,562.13,,592.61,+5.42%,619.47,+4.53%,646.53,+4.37%,657.63,+1.72%,663.16,+0.84%,672.74,+1.45%,693.38,+3.07%,707.11,+1.98%,729.37,+3.15%,742.74,+1.83%
502,Lower extremity peripheral arterial disease,Rajasthan,Male,986.89,,994.84,+0.81%,997.20,+0.24%,998.49,+0.13%,987.82,-1.07%,977.01,-1.09%,971.29,-0.59%,979.65,+0.86%,991.26,+1.19%,1.01K,+2.01%,1.01K,+0.25%
502,Lower extremity peripheral arterial disease,Rajasthan,Female,1.02K,,1.04K,+1.56%,1.05K,+1.33%,1.06K,+1.09%,1.06K,-0.66%,1.05K,-0.48%,1.05K,-0.03%,1.07K,+2.01%,1.10K,+2.92%,1.13K,+2.83%,1.16K,+2.77%
502,Lower extremity peripheral arterial disease,Sikkim,Male,8.17,,8.32,+1.83%,8.45,+1.64%,8.61,+1.82%,8.64,+0.46%,8.66,+0.15%,8.70,+0.51%,8.94,+2.73%,9.13,+2.16%,9.38,+2.78%,9.55,+1.71%
502,Lower extremity peripheral arterial disease,Sikkim,Female,8.31,,8.54,+2.80%,8.82,+3.19%,9.07,+2.92%,9.18,+1.14%,9.26,+0.95%,9.44,+1.84%,9.80,+3.81%,10.29,+5.09%,10.83,+5.19%,11.19,+3.32%
502,Lower extremity peripheral arterial disease,Tamil Nadu,Male,1.62K,,1.65K,+2.32%,1.68K,+1.71%,1.71K,+1.87%,1.70K,-0.63%,1.69K,-0.55%,1.68K,-0.81%,1.70K,+1.26%,1.72K,+0.92%,1.74K,+1.52%,1.75K,+0.12%
502,Lower extremity peripheral arterial disease,Tamil Nadu,Female,1.53K,,1.60K,+4.27%,1.66K,+3.73%,1.71K,+3.41%,1.74K,+1.30%,1.74K,+0.41%,1.75K,+0.12%,1.79K,+2.42%,1.84K,+2.74%,1.89K,+2.84%,1.94K,+2.81%
502,Lower extremity peripheral arterial disease,Telangana,Male,586.44,,598.11,+1.99%,604.26,+1.03%,607.15,+0.48%,594.48,-2.09%,575.33,-3.22%,560.24,-2.62%,551.74,-1.52%,543.25,-1.54%,535.99,-1.34%,525.92,-1.88%
502,Lower extremity peripheral arterial disease,Telangana,Female,584.70,,603.56,+3.23%,620.05,+2.73%,634.80,+2.38%,631.96,-0.45%,619.16,-2.02%,609.82,-1.51%,609.10,-0.12%,604.24,-0.80%,604.25,+0.00%,597.80,-1.07%
502,Lower extremity peripheral arterial disease,Tripura,Male,70.62,,72.18,+2.20%,73.92,+2.42%,75.77,+2.50%,76.74,+1.28%,77.30,+0.74%,78.42,+1.45%,80.29,+2.38%,81.97,+2.10%,84.37,+2.92%,85.25,+1.04%
502,Lower extremity peripheral arterial disease,Tripura,Female,69.45,,70.47,+1.46%,71.85,+1.95%,73.12,+1.77%,73.95,+1.14%,74.38,+0.58%,75.46,+1.45%,77.58,+2.82%,79.89,+2.97%,82.86,+3.71%,84.85,+2.41%
502,Lower extremity peripheral arterial disease,Uttar Pradesh,Male,3.21K,,3.21K,-0.11%,3.20K,-0.30%,3.22K,+0.79%,3.17K,-1.63%,3.09K,-2.36%,3.04K,-1.91%,3.03K,-0.34%,3.02K,-0.11%,3.02K,+0.09%,3.01K,-0.33%
502,Lower extremity peripheral arterial disease,Uttar Pradesh,Female,3.12K,,3.21K,+2.83%,3.27K,+1.90%,3.32K,+1.64%,3.30K,-0.52%,3.25K,-1.68%,3.21K,-1.19%,3.22K,+0.40%,3.23K,+0.12%,3.27K,+1.45%,3.29K,+0.45%
502,Lower extremity peripheral arterial disease,Uttarakhand,Male,233.41,,237.22,+1.63%,241.75,+1.91%,243.80,+0.85%,241.97,-0.75%,239.43,-1.05%,238.22,-0.51%,239.09,+0.37%,238.53,-0.23%,239.64,+0.46%,242.87,+1.35%
502,Lower extremity peripheral arterial disease,Uttarakhand,Female,238.57,,246.70,+3.41%,254.84,+3.30%,261.50,+2.61%,263.72,+0.85%,263.49,-0.09%,264.81,+0.50%,268.52,+1.40%,272.98,+1.66%,279.76,+2.48%,283.15,+1.21%
502,Lower extremity peripheral arterial disease,West Bengal,Male,1.68K,,1.73K,+3.32%,1.79K,+3.48%,1.85K,+3.12%,1.87K,+1.06%,1.86K,-0.27%,1.87K,+0.50%,1.89K,+1.04%,1.91K,+1.14%,1.95K,+1.93%,1.98K,+1.52%
